Site ID,samples22k,Site Name,Lat,Long,Elev,Preferred Units,Biome,Region,Country,Site Type,Water Depth (m),Basin Size,Catchment Size,Landscape,Local Veg,Regional Veg,Streams,Have Pub?,Original Dating Type,Record Source,Age Model,Data Source,Database (Source),Project,Published,Version,ID_Status
410,34,Lac _ la Montagne Ronde,48.3208,-68.5652,150,XARP,8,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,evergreen needleleaf x deciduous broadleaf forest,mixed boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
411,32,Lac Ouellet,47.5327,-68.9439,300,XARP,7,ENA0,CANA,LACU,1.9,SMAL,SMAL,LOPL,deciduous broadleaf forest,mixed cold temperate forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
412,38,Lac Perdu,49.1708,-66.3236,152,XARP,8,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,evergreen needleleaf x deciduous broadleaf forest,mixed boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
413,578,Lac Pessire,49.5083,-79.2403,280,XARS,8,ENA0,CANA,LACU,16,SMAL,SMAL,LOPL,Needle leaf dominant,Boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
414,341,Triangle,48.71,-65.4139,465,XARP,8,ENA0,CANA,LACU,1.6,SMAL,SMAL,HUDI,Needle leaf dominant,Boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
415,29,Lac Fl_vy,48.2169,-71.2188,381,XARP,8,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,deciduous broadleaf x Evergreen needleleaf forest,mixed boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
416,115,Marais du Grand-Chaumet,46.938611,1.905277778,140,CARE,4,EURO,FRAN,TFEN,-9999,SMAL,SMAL,LOPL,"Agricultural fields, few Populus plantations",Degraded Quercus mixed broad-leaved forest,INOU,No,RADI,Vanierre (2.0 - 12.2 ka),NOTK,AUTH,NOTA,,No,GCD1,BART
417,39,Artxilondo,43.03444444,-1.135556,900,CARE,20,EURO,FRAN,TMIR,-9999,SMAL,SMAL,MOUN,Pasture grass land,Fagus and Abies forest,NOTK,No,RADI,Vanierre,NOTK,AUTH,NOTA,,No,GCD2,BART
418,50,Neublans,46.91805556,5.343055556,205,V125,5,EURO,FRAN,TFEN,-9999,SMAL,LARG,LORI,Humid grass land and Populus plantations,Quercus-Carpinus mixed broad-leaved forest,INOU,No,CALO,Vanierre (1.9 - 1.0 ka),AUTH,AUTH,NOTA,,No,GCD2,BART
419,163,Chavannes,46.84138889,2.369166667,150,XARP,4,EURO,FRAN,TMIR,-9999,VESM,SMAL,LOPL,"Agricultural fields, few Populus plantations",Degraded Quercus mixed broad-leaved forest,INOU,No,CALO,Vanierre (7.3 - 0ka),NOTK,AUTH,NOTA,,No,GCD2,BART
420,27,Pla de l'Orri,42.50361111,1.885277778,2100,XARP,4,EURO,FRAN,TMIR,-9999,VESM,SMAL,MOUN,"Carex bog, pasture and pinus woodland",pasture and pinus woodland,NOTK,No,CALO,Vanierre (7.4 - 0ka),NOTK,AUTH,NOTA,,No,GCD2,BART
421,77,Cuguron,43.10027778,0.541666667,515,XARP,4,EURO,FRAN,TMIR,-9999,SMAL,SMAL,LOPL,"Molinia, sphagnum, alnus, populus and salix",Mixed broad-leaved forest with quercus and corylus,NOTK,No,CALS,Vanierre (6 - 0Ka) (mjp),SMSP,AUTH,NOTA,,No,GCD2,BART
422,600,Peyre,44.96031,2.719073,1100,X125,4,EURO,FRAN,TMIR,-9999,VESM,SMAL,MOUN,Pasture grass land,Abies and fagus woodland,NOTK,No,CALO,Vanierre (1.9 - 10.8 ka),NOTK,AUTH,NOTA,,No,GCD2,BART
424,105,Lej da San Murrezzan,46.494305,9.845375,1768,C010,10,EURO,SWIT,LNAT,44,SMAL,MEDI,MOUN, subalpine Forest with Larix decidua und Pinus cembra,central alpine forest,INOU,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
425,86,Saracuri,-1.678846,-53.570281,18,CARE,1,TSA0,BRAZ,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
426,89,Santa Maria,-1.578308,-53.605371,17,CARE,1,TSA0,BRAZ,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
427,86,Werth,-11.74701,-69.23359,302,XPIX,2,TSA0,PERU,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
428,137,Gentry,-12.177308,-69.09765,258,XPIX,2,TSA0,PERU,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
429,236,Parker,-12.140612,-69.021506,276,XPIX,2,TSA0,PERU,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
430,25,Vargas,-12.372498,-68.899188,237,XPIX,1,TSA0,PERU,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
431,18,Lago Tapajos,-2.775833,-55.082778,15,MT10,2,TSA0,BRAZ,LACU,0,VELG,LARG,LRVA,Savanna and cerrado patches,Floodplain tropical rainforest,INOU,Yes,CALO,Irion et al 2006(mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
432,67,Lake Pata,0.266667,-66.066667,300,OTHE,1,TSA0,BRAZ,LTEC,7,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,RADI,Colinvaux et al 1996 (mjp),LINE,DIGI,NOTA,,No,GCD1,BART
436,100,Biviere di Gela,37.016667,14.33333,7,C010,15,EURO,ITAL,CEST,6,SMAL,MEDI,COPL,"heavily disturbed macchia, with agricultural fields nearby",evergreen mediterrenean vegetation (forest and shrublands),NOTK,No,RADI,Vandergoes,NOTK,AUTH,NOTA,,No,GCD1,BART
437,120,Galway Tarn,-43.408333,169.873333,130,CARE,22,AUST,NEWZ,LNAT,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,Vandergoes,NOTK,AUTH,NOTA,QUAVIDA,No,GCD1,BART
438,165,Okarito Pakihi,-43.241667,170.216667,70,CARE,22,AUST,NEWZ,TBOG,0,NOTK,NOTK,LOPL,Dacrydium cupressinum,Lowland Podocarp hardwood forest,NOTK,No,RADI,Author,NOTK,AUTH,NOTA,QUAVIDA,No,GCD1,BART
439,57,Ajax Hill,-46.419167,169.292222,680,CARE,6,AUST,NEWZ,TBOG,10,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,McGlone,NOTK,AUTH,NOTA,QUAVIDA,No,GCD1,BART
440,37,Clarks Junction,-45.718056,170.113889,560,CARE,6,AUST,NEWZ,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
441,61,Eweburn Bog,-45.32,167.808889,320,PPOL,6,AUST,NEWZ,TBLA,0,SMAL,SMAL,LOPL,Sphagnum cristatum,Blanket bog vegetation  with herbs and sedges,NOTK,Yes,RADI,Author,NOTK,AUTH,INDO,QUAVIDA,No,GCD1,BART
442,62,Glendhu Bog,-45.838056,169.726389,600,PPOL,6,AUST,NEWZ,TBOG,0,SMAL,SMAL,LOPL,Chiionochloa rigida tussock grassland,Tussock grassland with introduced species,NOTK,Yes,RADI,Author,NOTK,AUTH,NOTA,,No,GCD1,BART
443,75,Kichikol,39.98777778,73.55111111,2541,C010,24,RUSS,KYRG,LACU,10,SMAL,MEDI,MOUN,Juniperus forest and meadows,"Juniperus forests, meadows and steppe",NOTK,Yes,RADI,"Beer et al., 2007",NOTK,AUTH,NOTA,,No,GCD1,BART
444,93,Bakaly,42.45305556,72.60027778,1879,C010,10,RUSS,KYRG,LACU,5,SMAL,MEDI,MOUN,"open mixed forest with Juniperus, Picea, Abies, Juglans and Acer",open mixed forest,NOTK,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
445,131,Lago della Costa AP1,45.270226,11.742935,7,C010,6,EURO,ITAL,LACU,5,SMAL,SMAL,LOPL,temperate deciduous forests with mediterranean elements/cultivated,temperate deciduous forests with mediterranean elements/cultivated,NOTK,No,RADI,P. Kaltenreider (in review),SMSP,AUTH,NOTA,EURO,No,GCD3,BART
449,24,Lake Majo,-1.466666667,127.4833333,140,OTHE,27,TROP,INDO,LACU,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOMO,DIGI,INDO,QUAVIDA,No,GCD1,BART
450,46,Mubwindi Swamp,-1.083333,29.754167,2100,PPOL,13,AFRI,UGAN,TBOG,0,SMAL,SMAL,MOUN,"Swamp Forest, dominated by trees Myrica salicifolia, Miscanthus violaceum, Cyperus, ferns",Montane forest,NOTK,No,RADI,Marchant et al 1997 (mjp),LINE,DIGI,NOTA,,No,GCD1,BART
451,78,Lake Biwa Takashima-oki Core,35.245,136.0538,85,MM2C,6,ASIA,JAPA,LACU,63,VELG,LARG,LOPL,NOTK,"evergreen broadleaved forest (Cyclobalanopsis, Castanopsis)",INOU,No,NOTK,"Kuwae, M. et al 2004",NOTK,AUTH,NOTA,,No,GCD1,BART
452,42,Sonenuma Bog,35.2358,136.1961,86,CARE,6,ASIA,JAPA,TMIR,2,SMAL,SMAL,LOPL,"Reed community, fields of rice","evergreen broadleaved forest (Cyclobalanopsis, Castanopsis)",NOTK,No,RADI,Takahara & Inoue (mjp),SMSP,AUTH,NOTA,,No,GCD1,BART
453,12,Andiosols,35.3894,135.977,220,MM2G,6,ASIA,JAPA,TERR,-9999,NOTK,NOTK,NOTK,Pine forest (pinus densiflora),"evergreen broadleaved forest (Cyclobalanopsis, Castanopsis)",NOTK,No,RADI,Inoue (mjp),LINE,AUTH,NOTA,,No,GCD1,BART
454,72,Gooches Swamp,-33.45,150.26,960,C250,6,AUST,AUST,TFEN,0,MEDI,SMAL,DIUP,Sclerophyll Evergreen,Sclerophyll Evergreen ,INOU,No,CALO,Black & Mooney (2006),LINE,AUTH,NOTA,QUAVIDA,No,GCD1,BART
455,66,Wonderkrater borehole 3,-24.5,28.75,1100,CHRX,15,AFRI,SOAF,TMIR,-9999,VESM,SMAL,ROUP,Savanna,Savanna,NOTK,No,CALO,,POLY,DIGI,NOTA,,No,GCD1,BART
456,40,Dyanushka,65.03,125.03,33,OTHE,11,ASIA,RUSS,TBOG,-9999,VESM,SMAL,LRVA,Conifer Boreal Forest,Conifer Boreal Forest,NOTK,No,CALO,,POLY,DIGI,NOTA,,No,GCD1,BART
457,34,Laguna Volcan,8.75,-82.68333,1500,XCM3,1,CENA,PANA,LEXP,0,VESM,SMAL,MOUN,NOTK,Lower montane Rainforest,NOTK,No,RADI,,POLY,DIGI,NOTA,,No,GCD1,BART
458,23,Botucatu,-23,-48,500,%DWT,3,TSA0,BRAZ,TMOR,0,NOTK,NOTK,ROUP,"Subtropical semideciduous Forest, cerrado",Cerrado,NOTK,Yes,RADI,Gouveia etal 2002,SMSP,DIGI,NOTA,,No,GCD1,BART
459,29,Saquinho,-10.4,-43.216667,480,X20P,13,TSA0,BRAZ,TFLP,0,NOTK,NOTK,LRVA,NOTK,NOTK,INOU,Yes,RADI,de Oliveira etal 1999,SMSP,DIGI,NOTA,,No,GCD1,BART
462,29,Pontes e Lacerda,-15.266667,-59.216667,260,%DWT,3,TSA0,BRAZ,TMOR,0,NOTK,NOTK,ROUP,Semideciduous rainforest,rainforest,NOTK,Yes,RADI,,SMSP,DIGI,NOTA,,No,GCD1,BART
463,20,Salitre,-19,-46.766667,970,%DWT,3,TSA0,BRAZ,TMOR,0,NOTK,NOTK,ROUP,"Cerrado, caatinga savanna",Cerrado savanna,NOTK,Yes,RADI,,SMSP,DIGI,NOTA,,No,GCD1,BART
464,19,Sakhare,41.58333333,45.31666667,800,CARE,16,ASIA,GEOR,LPLY,0.5,SMAL,SMAL,ROUP,"Salicornia europaea, Bolboschoenus maritimus, Phragmites australis","Semidesert-steppes dominated by Poaceae, Chenopodiaceae and Artemisia spp.",NOTK,Yes,RADI,Connor,LINE,AUTH,NOTA,,No,GCD1,BART
465,30,Kumisi,41.58333333,44.83333333,469,CARE,4,ASIA,GEOR,LTEC,3,MEDI,SMAL,LOPL,Some Phragmites australis and Typha latifolia at lake margins,Semidesert-steppes and agricultural land,INON,Yes,RADI,Connor,LINE,AUTH,NOTA,,No,GCD1,BART
466,95,Tsavkisi,41.68333333,44.71666667,1100,CARE,4,ASIA,GEOR,TBOG,0.5,SMAL,SMAL,DIUP,"Wetland vegetation dominated by Phragmites australis, Typha latifolia and Carex vesicaria","Forests of Quercus iberica and Carpinus orientalis, and grass-dominated steppes",NOTK,Yes,RADI,Connor,SMSP,AUTH,NOTA,,No,GCD1,BART
467,63,Imera,41.65,44.21666667,1610,CARE,4,ASIA,GEOR,TBOG,2,SMAL,SMAL,UPPL,Diverse wetland vegetation (see ref. 4),Plateau grasslands,NOTK,Yes,RADI,Connor,SMSP,AUTH,NOTA,,No,GCD1,BART
468,54,Aligol,41.63333333,44.01666667,1550,CARE,4,ASIA,GEOR,TBOG,0.5,SMAL,SMAL,UPPL,Wetland dominated by Typha latifolia and Scirpus lacustris,Plateau grasslands,NOTK,Yes,RADI,Connor,SMSP,AUTH,NOTA,,No,GCD1,BART
469,39,Ispani,41.86666667,41.8,2,CARE,27,ASIA,GEOR,TBOG,0,MEDI,SMAL,COPL,Sphagnum-Molinia bog,Agricultural land; some remnant Alnus swamps,NOTK,Yes,RADI,Connor,SMSP,AUTH,NOTA,,No,GCD1,BART
470,200,Hidden,40.51,-106.61,2710,X125,14,WNA0,US00,LKET,9,SMAL,SMAL,MOUN,Pinus contorta/Abies lasiocarpa forest,Pinus contorta/Abies lasiocarpa forest,NOTK,Yes,CALO,Shuman et al. 2006,NOTK,AUTH,NOTA,,No,GCD1,BART
471,4000,South Fork Payette,44.2,-115.5,1984,OTHE,10,WNA0,US00,OTHE,-9999,LARG,LARG,MOUN,"Pinus ponderosa, Psuedotsuga menziesii","Pinus ponderosa, Psuedotsuga menziesii",NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
472,3501,NE Yellowstone National Park,45,-110,2250,OTHE,10,WNA0,US00,OTHE,-9999,LARG,LARG,MOUN,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
474,278,East Lake,37.177948,-119.02767,2863,X125,8,WNA0,US00,LCIR,5,VESM,SMAL,MOUN,"Pinus contorta ssp murrayana and Abies magnifica, P. monticola, and Tsuga mertensiana",Sierra upper montane forest,CLOS,No,CALO,Power (unpub),SMSP,AUTH,NOTA,,No,GCD1,BART
475,22,Sapphire Swamp,-30.034115,151.560429,1260,SQCY,6,AUST,AUST,TBOG,0,NOTK,NOTK,UPPL,Disturbed Eucalyptus forest around swamp,Open Eucalyptus forest,NOTK,Yes,RADI,Dodson et al1986,LINE,DIGI,NOTA,QUAVIDA,No,GCD1,BART
476,32,Burraga Swamp,-32.028117,151.433385,1462,SQC0,6,AUST,AUST,TBOG,0,VESM,SMAL,ROUP,Nothofagus/Eucalyptus forest,"Nothofagus moorei temperate rainforest, Eucalyptus woodlands, grasslands and wetlands",NOTK,No,RADI,Dodson et al 1994,SMSP,DIGI,NOTA,QUAVIDA,No,GCD1,BART
477,24,Killalea Lagoon,-34.600303,150.867776,22,X37P,6,AUST,AUST,CEST,1,SMAL,SMAL,COPL,"Pasture and residual rainforest of Ficus spp, Baloghia, Diospyros, and Streblus",Disturbed coastal rainforest,NOTK,Yes,RADI,Dodson et al 1993,NOTK,,NOTA,QUAVIDA,No,GCD1,BART
478,40,Bondi Lake Centre Core,-36.806075,149.93781,22,X37P,5,AUST,AUST,COAS,4.5,SMAL,SMAL,COPL,Open Eucalyptus botryoides forest and Banksia integrifolia-Acacia shurbland,Disturbed open Eucalyptus forest,NOTK,Yes,RADI,Dodson et al 1993,OTHE,DIGI,OZ,QUAVIDA,No,GCD2,BART
479,47,Lac Suprin,-22.18,166.59,230,MMML,27,TROP,NEWC,LACU,0,NOTK,NOTK,ROUP,Open Sedgland,Gymnostoma maquis with mixed forest in isolated patches,NOTK,Yes,CALS,THP/SPH,LINE,RAW0,NOTA,QUAVIDA,No,GCD2,BART
480,21,Soleve,-17.25,-179.49,2,CARE,1,TROP,FIJI,TBOG,0.5,SMAL,SMAL,COPL,Inocarpus fagifra,Secondary forest,NOTK,No,CALO,Stevenson,AUTH,RAW0,NOTA,QUAVIDA,No,GCD2,BART
481,31,Yacata,-17.156,-179.51,2,CM10,1,TROP,FIJI,TBOG,0.5,VESM,SMAL,COPL,Sedgeland,Secondary Forest,NOTK,Yes,CALO,Clark and Hope 2001,AUTH,RAW0,NOTA,QUAVIDA,No,GCD2,BART
482,42,Voli Voli,-18.16,177.485,2,CARE,1,TROP,FIJI,TBOG,0.5,VESM,SMAL,COPL,Grassland,Secondary Forest,NOTK,No,RADI,Dickenson et al 1998,LINE,RAW0,NOTA,QUAVIDA,No,GCD2,BART
483,37,Supulah Hill,-4.1167,138.9667,1580,M2ML,13,TROP,INDO,TBOG,1,NOTK,NOTK,ROUP,"Distrubed forest, local sedge and grassland extending into secondary scrubland",Cleared forest,NOTK,No,RADI,Hope 1998 (mjp),LINE,RAW0,NOTA,QUAVIDA,No,GCD2,BART
484,55,Wanda,-2.33,121.23,440,M2ML,1,TROP,INDO,TBOG,0,NOTK,NOTK,UPPL,Open sedgeland: Lepironia spp; Machaerina spp,uniform mixed forest; Eugenia spp; Moraceae,NOTK,Yes,RADI,Hope 2001(mjp),DCAL,RAW0,NOTA,QUAVIDA,No,GCD2,BART
485,45,Kettlehole Bog,-43.0546,171.7862,600,SQG5,6,AUST,NEWZ,TBOG,0,MEDI,SMAL,MOUN,human fire induced grassland local to core site,Regional Nothofagus forest,NOTK,Yes,CALO,Wilmshurst,LINE,AUTH,NOTA,QUAVIDA,No,GCD1,BART
486,136,Kaipo,-38.4,177.1,555,PPOL,6,AUST,NEWZ,TBOG,0,MEDI,MEDI,MOUN,restiad bog surrounded by subalpine podocarp and beech forest,subalpine podocarp-beech forest,NOTK,Yes,RADI,Newnham (mjp),DCAL,AUTH,INDO,QUAVIDA,No,GCD1,BART
487,15,Waikaremoana,-38.45,177.02,582,CARE,6,AUST,NEWZ,LTEC,0,LARG,MEDI,MOUN,Mixed podocarp-angiosperm/beech forest,Podocarp angiosperm/beech forest,INOU,Yes,NOTK,Newnham,NOTK,AUTH,NOTA,QUAVIDA,No,GCD1,BART
488,158,Kohuora,-36.57,174.52,73,PPOL,6,AUST,NEWZ,LEXP,0,SMAL,SMAL,LOPL,Disturbed local vegetation (adventives),Kauri-podocarp forest,NOTK,No,NOTK,Newnham,NOTK,AUTH,INDO,QUAVIDA,No,GCD1,BART
490,141,Lago del Greppo,44.116667,11.666667,1442,C010,6,EURO,ITAL,LACU,1,VESM,SMAL,MOUN,"Fagus sylvatica, Abies alba and Picea excelsa forest","Fagus sylvatica, Abies alba and Picea excelsa forest",CLOS,Yes,RADI,Vescovi (mjp),SMSP,AUTH,NOTA,,No,GCD1,BART
491,70,Brenda Lake ,62.35,-119.19,207,XARE,10,WNA0,CANA,LACU,5.86,SMAL,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",INON,Yes,CALO,"Lynch et al., 2004",NOTK,AUTH,NOTA,,No,GCD1,BART
492,72,Andy Lake ,61.95,-109.81,360,XARE,10,WNA0,CANA,LACU,9.5,SMAL,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",INON,Yes,CALO,"Lynch et al., 2004",NOTK,AUTH,NOTA,,No,GCD1,BART
493,68,Jason ,61.68,-107.78,120,XARE,10,WNA0,CANA,LACU,12.6,SMAL,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",INON,Yes,CALO,"Lynch et al., 2004",NOTK,AUTH,NOTA,,No,GCD1,BART
494,95,Corral Lake,57.32,-100.85,75,XARE,10,WNA0,CANA,LACU,7.5,SMAL,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",INON,Yes,CALO,"Lynch et al., 2004",NOTK,AUTH,NOTA,,No,GCD1,BART
495,64,Two Hill Lake ,55.98,-97.28,200,XARE,10,ENA0,CANA,LACU,16,SMAL,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",INON,Yes,CALO,"Lynch et al., 2004",NOTK,AUTH,NOTA,,No,GCD1,BART
496,87,OK Lake ,54.8,-95.25,108,XARE,10,ENA0,CANA,LACU,16.4,SMAL,SMAL,UPPL,NOTK,"northern boreal forest, Picea dominant",INON,Yes,CALO,"Lynch et al., 2004",NOTK,AUTH,NOTA,,No,GCD1,BART
511,755,Lake Euramoo,-17.159888,145.628577,718,X125,2,AUST,AUST,LEXP,18,NOTK,MEDI,ROUP,remnant sub montane rainforest,re-establishing  rainforest; secondary colonisation,CLOS,Yes,CALO,Haberle 2005,NOTK,DIGI,NOTA,QUAVIDA,No,GCD1,BART
512,10,Lily Pond Warwick,42.688057,-72.336563,269,XARP,7,ENA0,US00,LACU,1.32,SMAL,SMAL,NOTK,NOTK,NOTK,NOTK,Yes,CALO,"Fuller et al., 1998",NOTK,AUTH,IMPD,,No,GCD1,BART
513,22,Otter Pond,42.65554,-72.533142,107,XARP,4,ENA0,US00,LACU,2.6,SMAL,SMAL,NOTK,NOTK,NOTK,NOTK,Yes,CALO,"Fuller et al., 1998",NOTK,AUTH,IMPD,,No,GCD1,BART
514,13,Aino Pond,42.680759,-71.925514,354,XARP,4,ENA0,US00,LACU,2.5,SMAL,SMAL,NOTK,NOTK,NOTK,NOTK,Yes,CALO,"Fuller et al., 1998",NOTK,AUTH,IMPD,,No,GCD1,BART
515,28,Little Pond Bolton,42.42234,-71.587738,99,XARP,4,ENA0,US00,LACU,3.2,SMAL,SMAL,NOTK,NOTK,NOTK,NOTK,Yes,CALO,"Fuller et al., 1998",NOTK,AUTH,IMPD,,No,GCD1,BART
516,10,Green Pond,42.566814,-72.511063,80,XARP,4,ENA0,US00,LACU,5,SMAL,SMAL,NOTK,NOTK,NOTK,NOTK,Yes,CALO,"Fuller et al., 1998",NOTK,AUTH,IMPD,,No,GCD1,BART
517,15,LG4-01,54.03583333,-72.87277778,470,XARP,10,ENA0,CANA,LNAT,-9999,VESM,SMAL,ROUP,Lichen x evergreen needleleaf forest,boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
518,18,LG4-05,54.06333333,-72.91527778,350,XARP,10,ENA0,CANA,LNAT,-9999,VESM,SMAL,ROUP,Lichen x evergreen needleleaf forest,boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
519,33,LG4-06,54.075,-72.94194444,365,XARP,10,ENA0,CANA,LNAT,-9999,VESM,SMAL,ROUP,Lichen x evergreen needleleaf forest,boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
520,22,LG4-09,54.90111111,-72.77722222,442,XARP,10,ENA0,CANA,LNAT,-9999,VESM,SMAL,ROUP,Lichen x evergreen needleleaf forest,boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
521,27,LG4-12,52.84277778,-73.31638889,534,XARP,10,ENA0,CANA,LNAT,-9999,VESM,SMAL,ROUP,Lichen x evergreen needleleaf forest,boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
523,47,Warrananga,-33.97,141.56,22,CARE,14,AUST,AUST,LSAL,0.2,MEDI,MEDI,DUNE,low open shrubland,tall shrubland with Eucalypt woodland mosaic,CLOS,Yes,CALO,SPH,POLY,RAW0,NOTA,QUAVIDA,No,GCD3,BART
524,18,Byenup Lagoon Site 1,-34.4667,116.7333,175,CARE,15,AUST,AUST,LACU,-9999,MEDI,MEDI,LOPL,Dry Sclerophyll Woodland,Dry Sclerophyll Woodland,INOU,No,CALS,THP/SPH,LINE,RAW0,NOTA,QUAVIDA,No,GCD2,BART
526,28,Wet Lagoon,-34.47,149.25,700,GCMY,6,AUST,AUST,TBOG,0,NOTK,MEDI,ROUP,"Highly disturbed; low open woodland (Eucalyptus rossii, E. mannifera) with grazed grassland. Swamp surface colonised with alien species due to drought.","dry sclerophyll open forest and woodland dominated by one or more eucalypt species, and agricultural land",CLOS,No,NOTK,Dodson 1986,NOTK,NOTK,OZ,QUAVIDA,No,GCD3,BART
537,80,Bobundara Swamp,-36.25,150.06,75,MMML,6,AUST,AUST,CEST,0,NOTK,NOTK,NOTK,not known,not known,NOTK,No,NOTK,"Coddington 1983, Hope et al in press",NOTK,NOTK,NOTA,QUAVIDA,No,GCD1,BART
538,33,Kurnell Fen,-34.01,151.1,15,COML,5,AUST,AUST,CEST,0,NOTK,NOTK,COPL,Fen,"dune woodland with E.botryoides, E.gummifera, A.costata. ",NOTK,No,NOTK,Thorn etal 1969,NOTK,NOTK,NOTA,QUAVIDA,No,GCD1,BART
539,28,Ryans Swamp,-35.09,150.39,8,FRAG,5,AUST,AUST,TBOG,1,NOTK,NOTK,COPL,Phragmites - Scirpus sedgeland,Eucalypt-Banksia woodland.,NOTK,No,NOTK,Radclyffe 1993,NOTK,NOTK,,QUAVIDA,No,GCD1,BART
540,16,Pimenta Bueno,-11.8166,-61.1666,229,DC13,3,TSA0,BRAZ,TLTP,0,NOTK,NOTK,LOPL,,,NOTK,Yes,RADI,Passenda etal 1998 (mjp),NOTK,DIGI,NOTA,,No,GCD1,BART
541,16,Porto Velho,-8.35,-63.95,90,DC13,2,TSA0,BRAZ,TLTP,0,NOTK,NOTK,LOPL,,,NOTK,Yes,RADI,de Freitas etal 2001 (mjp),NOTK,DIGI,NOTA,,No,GCD1,BART
542,288,MD95-2042,37.75,-10.16667,0,M2GR,-9,EURO,OCEA,MARI,3146,NOTK,LARG,MARI,NOTA,NOTA,MARI,Yes,CALO,Daniau et al 2007,AUTH,RAW0,NOTA,NOTA,No,GCD1,BART
543,115,Steel Lake,46.966667,-94.683333,425,X180,7,ENA0,US00,LMOR,21,MEDI,NOTK,LOPL," coniferous-hardwood of Pinus strobus, P. resinosa, P. banksiana, B. papyrifera, P. tremuloides",coniferous-hardwood,NOTK,Yes,CALO,Nelson et al,NOTK,AUTH,NOTA,,No,GCD1,BART
544,169,West Olaf Lake,46.616667,-96.183333,402,X180,4,ENA0,US00,LMOR,18,NOTK,NOTK,LOPL,,,NOTK,Yes,CALO,Nelson etal,NOTK,AUTH,NOTA,,No,GCD1,BART
545,117,Nelson Lake,41.832778,-88.38,211,X180,16,ENA0,US00,LMOR,1.2,NOTK,NOTK,LOPL,,,NOTK,Yes,CALO,Nelson etal 2006,NOTK,AUTH,NOTA,,No,GCD1,BART
546,110,Chatsworth Bog,40.675833,-88.323056,290,X180,16,ENA0,US00,TFEN,1,NOTK,NOTK,LOPL,,,NOTK,Yes,CALS,Nelson etal 2006,NOTK,AUTH,NOTA,,No,GCD1,BART
547,398,Bohult Hollow,57.23333,16.166667,77,C250,5,EURO,SWED,HOLL,0,VESM,SMAL,MEAD,Mixed boreal-deciduous zone,Mixed boreal-deciduous zone,CLOS,No,CALS,"Bradshaw, Axelsson (1995) MS thesis",NOTK,AUTH,NOTA,,No,GCD1,BART
